approved;comments;date;group_ids;likes;post;text;views;city;city_id;country;country_id;description;main_section;members_count;name;verified
0;0;1548085386;166507034;3;wall-166507034_919; дорогие участники нашей группы мы рады поделиться с вами фото прекрасной и счастливой алены которая приобрела у нас в прошлом месяце отличный автомобиль новый и выиграла в недавнем голосовании за лучшее фото декабря отличный приз набор автомобилиста поздравляем алену и желаем ей всегда оставаться такой же позитивной и успешной а также ждем ее в нашем сервисном центре на периодическое технического обслуживание автомобиля да и просто в гости а всех наших подписчиков мы благодарим за участие в голосовании хотите тоже стать счастливым автовладельцем это проще чем вам кажется ведь ваш новый автомобиль уже ждет вас в нашем автосалоне тд автокласс по адресу г новомосковск ул космонавтов д тел и больше информации на нашем сайте поздравляемспокупкойтдавтоклассновомосковск тдавтоклассновомосковск клиентытдавтоклассновомосковск поздравляеттдавтоклассновомосковск новомосковск оптдавтоклассновомосковск подаркиоттдавтоклассновомосковск конкурстдавтоклассновомосковск;50;Новомосковск;964;Россия;1;торговый дом автокласс это мультибрендовый автосалон и сервисный центр официальный представитель гк автокласс в г новомосковске адрес г новомосковск ул космонавтов д тел и мы предоставляющий возможности приобрести новые автомобили нескольких крупнейших автомобильных марок автомобили с пробегом и широкий спектр услуг по обслуживанию автомобилей и приобретению запасных частей и аксессуаров в нашем дилерском центре вы можете приобрести новые автомобили таких мировых брендов как компания автокласс является официальным дилером всех этих брендов поэтому вы приобретете автомобиль с полными условиями гарантии в наличии всегда широкий спектр моделей и комплектаций всегда для каждого клиента специальное индивидуальное предложение от которого вы не сможете отказаться также в нашем автосалоне вы можете приобрести технически проверенные и юридически чистые автомобили с пробегом любых марок всегда для наших покупателей услуга обмена старого автомобиля на новый с доплатой с бесплатной оценкой и помощью в оформлении приобрести автомобили можно как за наличный и безналичный расчет так и в кредит на самых выгодных условиях от официальных банков партнеров для ип и организаций предоставляется услуга покупки автомобилей в лизинг также мы всегда рады предоставить вам широкий спектр услуг страхования по осаго каско и другим видам не только на приобретаемые у нас автомобили но и на уже имеющиеся у вас в собственности помимо всего этого мы являемся первоклассным сервисным центром осуществляющим слесарный и кузовной ремонт автомобилей любой марки с современными инструментами и оборудованием мы всегда поддерживаем высокое качество быстроту и результаты наших сервисных работ а также в нашем автосалоне вы можете приобрести любые запасные части и аксессуары для ваших автомобилей в нашей команде работают только профессионалы увлеченные своей работой которые постоянно повышают свой уровень и делают все чтобы наши клиенты оставались довольными если вы автовладелец автолюбитель или только задумываетесь им стать то вам обязательно нужно к нам будем рады вас видеть у нас по адресу г новомосковск ул космонавтов д или услышать по тел и о разделах нашей группы читайте здесь ;35;1354;тд автокласс г новомосковск;0
0;0;1548085260;105169002;36;wall-105169002_37885;розыгрыш к дню влюбленных приз мишка из роз обязательные условия розыгрыша вступить в сообщество оригинальные подарки пермь корпорация быть участником сообщества испытай удачу пермь сделать репост данного розыгрыша итоги февраля победителя определим приложением рандомайзер;1484;None;None;None;None;None;0;59463;испытай удачу пермь ;0
0;1;1548085260;58999428;8;wall-58999428_38954;напоминаем что у нас проходит розыгрыш приз большой вкусный ужин из роллов победителя определим завтра в для участия сделай репост ссылки разыгрываем вкусный ужин каждый день наш сайт нск суши рф;615;Новосибирск;99;Россия;1;добро пожаловать в нашу группы каждый день мы дарим вкусный ужин для наших подписчиков звоните и заказывайте наши суши сеты по акции ;1;37290;доставка суши нск ;0
0;0;1548085247;162040437;10;wall-162040437_9145;фаст приз место получает любой тоти игрок монет платформа условия лайк подписка на рассылку репост к удаче результаты завтра в теченми дня удачи всем ;34;Житикара;18382;Казахстан;4;в этой группе вы найд те фасты на монеты иконы информы вы тут можете свободно общаться ;5;431; фасты конкурсы ;0
1;1;1548085202;48749899;4;wall-48749899_151601;восемнадцатый конкурс от мастерской славянских оберегов ярило победителей изделия за репост участникам группы призы на выбор одно любое изделие из серебра на сумму до рублей обереги серьги браслеты перстни скидка на сумму до рублей бесплатная доставка призов в любую точку мира и бесплатные ювелирные изделия победителям конкурса правила вступаем в нашу группу чужим призы не раздаем сделайте репост этого конкурса себе на стену нажав кнопки мне нравится и рассказать друзьям розыгрыш будет проводиться с помощью специального приложения для розыгрышей в контакте которое выбирает случайным образом из участников группы сделавших репост конкурса победителей будет семь каждый получит по одному призу на выбор конкурс проводится с по вечер после этого мы свяжемся с победителями в контакте процесс выбора победителей будет заснят на видео которое будет опубликовано на стене у всех шансы абсолютно равны удачи частые вопросы весь каталог наших изделий цены и описание или на сайте по заказам и консультациям писать отзывы о работах ;622;None;None;None;None;None;5;65880; славянский натиск ;0
1;0;1548085202;119154422;0;wall-119154422_32570;восемнадцатый конкурс от мастерской славянских оберегов ярило победителей изделия за репост участникам группы призы на выбор одно любое изделие из серебра на сумму до рублей обереги серьги браслеты перстни скидка на сумму до рублей бесплатная доставка призов в любую точку мира и бесплатные ювелирные изделия победителям конкурса правила вступаем в нашу группу чужим призы не раздаем сделайте репост этого конкурса себе на стену нажав кнопки мне нравится и рассказать друзьям розыгрыш будет проводиться с помощью специального приложения для розыгрышей в контакте которое выбирает случайным образом из участников группы сделавших репост конкурса победителей будет семь каждый получит по одному призу на выбор конкурс проводится с по вечер после этого мы свяжемся с победителями в контакте процесс выбора победителей будет заснят на видео которое будет опубликовано на стене у всех шансы абсолютно равны удачи частые вопросы весь каталог наших изделий цены и описание или на сайте по заказам и консультациям писать отзывы о работах ;180;None;None;None;None;None;5;14860;семейный лад;0
0;0;1548085152;174995366;6;wall-174995366_4112; внимание розыгрыш розыгрыш состоится февраля приз оформления на выбор победителя условия розыгрыша просты быть участником нашей группы детки мамины конфетки состоять в группе спонсора обработка фотографий коллажи метрики постеры календари и многое другое сделать репост данной записи обязательное условие не удалять до конца розыгрыша розыгрыш для жителей всех стран ваша страничка должна быть реальная пересылка в электронном виде участнику должно быть более лет сообщения на момент проведения розыгрыша открыты следите за конкурсом всем удачи ;43;None;None;Беларусь;3;дорогие друзья добро пожаловать в нашу замечательную группу мы очень рады всех видеть группа созданна для общения активных и счастливых мамочек отдохнуть от домашних хлопот провести свой вечер с пользой можно у нас вас ждет много интересного общение на различные темы развитие и воспитание детей советы специалистов в различных областях кулинария здоровье и спорт опросы множество интересных конкурсов фотобатлов и игр розыгрыши призов спасибо что вы с нами день рождения группы г ;2;1171; детки мамины конфетки ;0
0;1;1548085121;114493021;4;wall-114493021_1507; друзья напоминаем вам что у нас в группе проходит розыгрыш кг роллов сделайте репост и получить возможность выиграть вкусные призы от компании луганет лугашоп и сылка для репоста ;341;Луганск;552;Украина;2;добро пожаловать в официальную группу интернет провайдера луганет компания луганет основана в году на протяжении нескольких последующих лет компания развивала локальную сеть как провайдер так называемой домашней сети предоставляя абонентам услуги доступа в интернет и постоянно расширяя перечень локальных ресурсов с года луганет лицензированный оператор связи предоставляющий широкий спектр телекоммуникационных услуг сегодня луганет предоставляет своим абонентам качественные услуги доступа к сети интернет по самым выгодным ценам контакты службы технической поддержки городской лугаком лугаком или в поиске ;35;6011;луганет интернет провайдер в лнр;0
0;0;1548085020;77726672;19;wall-77726672_59482; итогибесплатнойтулы итогипеченек женская одежда подарит своему случайному подписчику сделавшему репост этой записи себе на стену микс приз сумочка платок и украшение итоги подведем февраля генератором случайных чисел итоги подводятся среди участников вступивших в группу женская одежда и тула бесплатная ;486;None;None;None;None;итоги подводим сервисом этот сайт не позволяет подгонять итоги вс на честно и прозрачно ссылка на результаты указывается в комментариях под конкурсом в день итогов итоги подводит только администратор группы задавайте интересующие вас вопросы в сообщения группы или в личные сообщения администратору оставляем за собой право отказать в выдаче приза фейковому аккаунту или аккаунту созданному специально для участия в конкурсах репостов если под каким то конкурсом итоги не были подведены не пугайтесь мы могли пропустить этот конкурс напишите об этом администратору группы ;2;43497;тула бесплатная;0
0;0;1548084954;166269036;1;wall-166269036_3482; привет у нас лотерея правила очень просты подпишись на нас и на группу ссылка поставь лайк репост приз кораблик привет тоже прости пишет не аня не знаю я опубликую если что аня напишет потом ксюша гончарова;6;None;None;None;None;наши услуги что вы можете у нас заказать баннер на канал группу аватарку на канал группу обложку на видео и т д фотошоп любой ресурсы любые линии вырезать фон одеть аватара кидаете его в предложку тоесть аватара и одежду смена фона интро обработки нарисовать одежду голову ваших аватаров с мини обработкой сформировать аватара тоесть выприсылаете нам в предложку части аватара а мы их соединим также вы можете задать любой вопрос ;0;211;уютное местечко для фотошопера аватария;0
0;0;1548084940;138891062;4;wall-138891062_4063; это нельзя пропустить февраля уже близко картинная мастерская фабрика идеи подарки любимым проводит мегаконкурс приз картина на холсте размером х см в стиле что нужно для участия быть участником нашей группы сделать репост данной записи сохранить запись у себя на стене до подведения итогов победители будут объявлены февраля им может стать любой участник конкурса только татарстан всем удачи конкурс розыгрыш подарки дизайн печатьнахолсте холст картина печатьфотонахолсте;104;Альметьевск;18;Россия;1;каким подарком любимому можно подчеркнуть и укрепить взаимные чувства коллекция подарки любимым это подарки для двоих влюбленных советы что лучше подарить любимому мужу жене подруге или другу на день рождения романтическое свидание или на годовщину отношений а также как правильно вручить подарок ;5;5403;фабрика идеи подарки любимым ;0
1;0;1548084900;68434077;14;wall-68434077_17352; один из призов на выбор или рублей получит случайный подписчик нашей группы сделавший репост этой записи и вступивший в группу одежда и обувь по доступным ценам победителя выберем февраля года с помощью независимого приложения менеджер конкурсов и опубликуем отдельным постом на стене группы бесплатная доставка по всему миру ;103;None;None;None;None;правила группы отзывы победителей не упусти свой шанс стать победителем подпишись на рассылку нашей группы перейдя по ссылке подписка раздельная также можно подписаться на уведомление о своей победе ;2;20291;все лучшее детям бесплатно ;0
0;8;1548086220;152588084;10;wall-152588084_3364;новости мастерской самая главная новость прошедшей недели в группе домашний текстиль с вышивкой от стартовал розыгрыш по случаю приближающегося татьяниного дня в качестве приза разыгрывается сертификат на рублей победитель сможет сделать заказ любого изделия на эту сумму либо заказать более дорогое изделие оплатив только стоимость превышающую сумму приза принять участие в розыгрыше можно здесь также напоминаю что до января действует акция на изделия новогоднего ассортимеента вы можете приобрести изделия по более низкой цене посмотреть изделия акции можно здесь продолжается подготовка к открытию дачного сезона будут изделия для обновления вашего дачного интерьера скатерти и салфетки для уютного летнего чаепития красивые подушечки для приятного отдыха и многое другое на фото одна из новинок летнего сезона подключайте уведомление о новых записях в группе чтобы не пропустить ни одной новинки в группе для тех кто не знает это кнопочка в верхнем правом уголке под обложкой группы ставьте и сделайте репост этой записи поделитесь с друзьями чтобы как можно больше ваших друзей присоедилось к нам ;25;None;None;None;None;добро пожаловать в мир красоты и уюта ;5;393;домашний текстиль с вышивкой от ;0
0;0;1548086197;163716607;4;wall-163716607_2061; через часа завершается конкурс одержи победу приз лишь за репост жми на конкурс подаркизарепост розыгрыши конкурсы зарепост призы бесплатно бесплатнозарепост бесплатнаяроссия деньгизарепост;42;None;None;Россия;1; опубликуем ваш конкурс совершенно бесплатно от вас только приз победителю репост вашего конкурса на взаимный обмен необходимо вступить написать ;0;3782;конкурсы россия;0
0;0;1548086167;160233717;5;wall-160233717_326; с вас репост вступить в группу обязательно результаты завтра в включить уведомления приветствуется единственный кто выдает приз много фейков будьте аккуратнее что бы забрать скин писать в лс;27;None;None;None;None; розыгрыши скинов каждый день ;2;585; ;0
0;13;1548086152;162284425;13;wall-162284425_37507; лотка приз рог с вас лайк ник репост по желанию ;39;Санкт-Петербург;2;Россия;1;группа создана февраля года группа начала новую жизнь июля года;2;455; мир ло ади ;0
0;13;1548086137;162284425;13;wall-162284425_37506; лотка приз лг с вас лайк ник репост по желанию ;44;Санкт-Петербург;2;Россия;1;группа создана февраля года группа начала новую жизнь июля года;2;455; мир ло ади ;0
0;19;1548085916;172884107;5;wall-172884107_2183; конкурс условия быть подписаным сделать репост поддерживать актив нарисовать какому либо художнику арт его персонажа можно двум художникам и не больше персонажей смотрите в альбомах самый лучший арт тому человеку победит призы арт по пояс от того кому вы рисовали арт конец февраля ссылка на альбом куда скидывать рисунки всем удачи ;18;None;None;None;None;None;5;110;малиновый чайник;0
1;0;1548086375;171897980;0;wall-171897980_46;скоро будет конкурс на дней вс бесплатно и без жульничиства приз ккк игровой валюты после подписчиков этой группы требуется репост этой записи ;3;Москва;1;Россия;1;официальная группа ;0;10;оф группа ;0
0;0;1548086354;78455380;5;wall-78455380_8399;студент студент студент от души желаем вам получать как можно больше зачетов и пятерок на экзаменах вдохновения и большого аппетита на новые знания специально для тебя студенческая карта рублей и персональная тренировка в подарок торопись количество карт ограничено а еще участие в розыгрыше вступи в группу фитнес клуб юджин сделай репост данной записи к себе на страницу января мы посредством генератора случайных чисел выберем двух счастливчиков и подарим им клубную карту студенческая всем студентам клубная карта студенческая всего рублей не упусти момент ;211;Вологда;41;Россия;1;сегодня фитнес клуб юджин это один из самых современных фитнес клубов в вологде мы собрали под одной крышей все популярные направления фитнеса боевых искусств танцев и йоги а также сауну студию массажа солярий фитнес бар и магазин спортивного питания команда профессиональных тренеров готова прийти на помощь в нужный момент скорректировать вашу программу и дать консультацию по питанию мы любим удивлять клиентов новинками фитнес индустрии и поэтому предлагаем эксклюзивные направления одно из них за одно занятие теряется около калорий великолепный жиросжигающий эффект в этом году в юджине появилась ещ одна новая фитнес программа боди памп дает ошеломительный эффект и тысячи последователей программы являются ярким тому подтверждением тренировки тоже является новинкой для вологды в основе метода электромиостимуляции эмс лежит способность мышцы сокращаться в ответ на раздражение естественным раздражителем мышц являются электрические сигналы вырабатываемые нервными клетками также в юджине для юных вологжан есть секция карате киокушинкай с сентября года приглашаем детей во вновь открывающиеся группы такие как здоровая спина веселый фитбол форма это проект перемен и изменений спорт и активные тренировки работа с наставником мотивация на успех саморазвитие и образование ждут участников также фитнес клуб юджин предлагает корпоративный фитнес специальные цены на клубные карты в зависимости от количества участников корпоративной программы скидки до только в нашем клубе уникальные фитнес программы и система защиты личных вещей электронные замки в персональных шкафчиках юджин это оптимальный выбор для тех кто желает вести здоровый образ жизни ;35;8799;фитнес клуб юджин ;0
